DateKey,Date,Fiscal Year,Fiscal Quarter,Month,MonthKey,Full Date
20200428,1588032000000,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 28"
20200429,1588118400000,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 29"
20200430,1588204800000,FY2020,FY2020 Q4,2020 Apr,202004,"2020 Apr, 30"
20200501,1588291200000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 01"
20200502,1588377600000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 02"
20200503,1588464000000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 03"
20200504,1588550400000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 04"
20200505,1588636800000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 05"
20200506,1588723200000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 06"
20200507,1588809600000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 07"
20200508,1588896000000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 08"
20200509,1588982400000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 09"
20200510,1589068800000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 10"
20200511,1589155200000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 11"
20200512,1589241600000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 12"
20200513,1589328000000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 13"
20200514,1589414400000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 14"
20200515,1589500800000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 15"
20200516,1589587200000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 16"
20200517,1589673600000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 17"
20200518,1589760000000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 18"
20200519,1589846400000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 19"
20200520,1589932800000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 20"
20200521,1590019200000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 21"
20200522,1590105600000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 22"
20200523,1590192000000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 23"
20200524,1590278400000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 24"
20200525,1590364800000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 25"
20200526,1590451200000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 26"
20200527,1590537600000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 27"
20200528,1590624000000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 28"
20200529,1590710400000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 29"
20200530,1590796800000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 30"
20200531,1590883200000,FY2020,FY2020 Q4,2020 May,202005,"2020 May, 31"
20200601,1590969600000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 01"
20200602,1591056000000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 02"
20200603,1591142400000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 03"
20200604,1591228800000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 04"
20200605,1591315200000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 05"
20200606,1591401600000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 06"
20200607,1591488000000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 07"
20200608,1591574400000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 08"
20200609,1591660800000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 09"
20200610,1591747200000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 10"
20200611,1591833600000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 11"
20200612,1591920000000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 12"
20200613,1592006400000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 13"
20200614,1592092800000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 14"
20200615,1592179200000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 15"
20200616,1592265600000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 16"
20200617,1592352000000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 17"
20200618,1592438400000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 18"
20200619,1592524800000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 19"
20200620,1592611200000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 20"
20200621,1592697600000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 21"
20200622,1592784000000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 22"
20200623,1592870400000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 23"
20200624,1592956800000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 24"
20200625,1593043200000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 25"
20200626,1593129600000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 26"
20200627,1593216000000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 27"
20200628,1593302400000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 28"
20200629,1593388800000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 29"
20200630,1593475200000,FY2020,FY2020 Q4,2020 Jun,202006,"2020 Jun, 30"
20180401,1522540800000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 01"
20180402,1522627200000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 02"
20180403,1522713600000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 03"
20180404,1522800000000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 04"
20180405,1522886400000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 05"
20180406,1522972800000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 06"
20180407,1523059200000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 07"
20180408,1523145600000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 08"
20180409,1523232000000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 09"
20180410,1523318400000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 10"
20180411,1523404800000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 11"
20180412,1523491200000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 12"
20180413,1523577600000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 13"
20180414,1523664000000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 14"
20180415,1523750400000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 15"
20180416,1523836800000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 16"
20180417,1523923200000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 17"
20180418,1524009600000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 18"
20180419,1524096000000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 19"
20180420,1524182400000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 20"
20180421,1524268800000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 21"
20180422,1524355200000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 22"
20180423,1524441600000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 23"
20180424,1524528000000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 24"
20180425,1524614400000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 25"
20180426,1524700800000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 26"
20180427,1524787200000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 27"
20180428,1524873600000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 28"
20180429,1524960000000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 29"
20180430,1525046400000,FY2018,FY2018 Q4,2018 Apr,201804,"2018 Apr, 30"
20180501,1525132800000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 01"
20180502,1525219200000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 02"
20180503,1525305600000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 03"
20180504,1525392000000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 04"
20180505,1525478400000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 05"
20180506,1525564800000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 06"
20180507,1525651200000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 07"
20180508,1525737600000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 08"
20180509,1525824000000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 09"
20180510,1525910400000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 10"
20180511,1525996800000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 11"
20180512,1526083200000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 12"
20180513,1526169600000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 13"
20180514,1526256000000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 14"
20180515,1526342400000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 15"
20180516,1526428800000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 16"
20180517,1526515200000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 17"
20180518,1526601600000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 18"
20180519,1526688000000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 19"
20180520,1526774400000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 20"
20180521,1526860800000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 21"
20180522,1526947200000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 22"
20180523,1527033600000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 23"
20180524,1527120000000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 24"
20180525,1527206400000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 25"
20180526,1527292800000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 26"
20180527,1527379200000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 27"
20180528,1527465600000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 28"
20180529,1527552000000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 29"
20180530,1527638400000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 30"
20180531,1527724800000,FY2018,FY2018 Q4,2018 May,201805,"2018 May, 31"
20180601,1527811200000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 01"
20180602,1527897600000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 02"
20180603,1527984000000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 03"
20180604,1528070400000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 04"
20180605,1528156800000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 05"
20180606,1528243200000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 06"
20180607,1528329600000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 07"
20180608,1528416000000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 08"
20180609,1528502400000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 09"
20180610,1528588800000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 10"
20180611,1528675200000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 11"
20180612,1528761600000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 12"
20180613,1528848000000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 13"
20180614,1528934400000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 14"
20180615,1529020800000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 15"
20180616,1529107200000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 16"
20180617,1529193600000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 17"
20180618,1529280000000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 18"
20180619,1529366400000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 19"
20180620,1529452800000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 20"
20180621,1529539200000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 21"
20180622,1529625600000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 22"
20180623,1529712000000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 23"
20180624,1529798400000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 24"
20180625,1529884800000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 25"
20180626,1529971200000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 26"
20180627,1530057600000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 27"
20180628,1530144000000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 28"
20180629,1530230400000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 29"
20180630,1530316800000,FY2018,FY2018 Q4,2018 Jun,201806,"2018 Jun, 30"
20180101,1514764800000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 01"
20180102,1514851200000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 02"
20180103,1514937600000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 03"
20180104,1515024000000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 04"
20180105,1515110400000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 05"
20180106,1515196800000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 06"
20180107,1515283200000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 07"
20180108,1515369600000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 08"
20180109,1515456000000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 09"
20180110,1515542400000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 10"
20180111,1515628800000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 11"
20180112,1515715200000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 12"
20180113,1515801600000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 13"
20180114,1515888000000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 14"
20180115,1515974400000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 15"
20180116,1516060800000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 16"
20180117,1516147200000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 17"
20180118,1516233600000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 18"
20180119,1516320000000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 19"
20180120,1516406400000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 20"
20180121,1516492800000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 21"
20180122,1516579200000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 22"
20180123,1516665600000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 23"
20180124,1516752000000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 24"
20180125,1516838400000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 25"
20180126,1516924800000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 26"
20180127,1517011200000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 27"
20180128,1517097600000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 28"
20180129,1517184000000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 29"
20180130,1517270400000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 30"
20180131,1517356800000,FY2018,FY2018 Q3,2018 Jan,201801,"2018 Jan, 31"
20180201,1517443200000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 01"
20180202,1517529600000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 02"
20180203,1517616000000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 03"
20180204,1517702400000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 04"
20180205,1517788800000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 05"
20180206,1517875200000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 06"
20180207,1517961600000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 07"
20180208,1518048000000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 08"
20180209,1518134400000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 09"
20180210,1518220800000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 10"
20180211,1518307200000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 11"
20180212,1518393600000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 12"
20180213,1518480000000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 13"
20180214,1518566400000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 14"
20180215,1518652800000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 15"
20180216,1518739200000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 16"
20180217,1518825600000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 17"
20180218,1518912000000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 18"
20180219,1518998400000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 19"
20180220,1519084800000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 20"
20180221,1519171200000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 21"
20180222,1519257600000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 22"
20180223,1519344000000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 23"
20180224,1519430400000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 24"
20180225,1519516800000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 25"
20180226,1519603200000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 26"
20180227,1519689600000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 27"
20180228,1519776000000,FY2018,FY2018 Q3,2018 Feb,201802,"2018 Feb, 28"
20180301,1519862400000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 01"
20180302,1519948800000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 02"
20180303,1520035200000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 03"
20180304,1520121600000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 04"
20180305,1520208000000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 05"
20180306,1520294400000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 06"
20180307,1520380800000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 07"
20180308,1520467200000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 08"
20180309,1520553600000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 09"
20180310,1520640000000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 10"
20180311,1520726400000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 11"
20180312,1520812800000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 12"
20180313,1520899200000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 13"
20180314,1520985600000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 14"
20180315,1521072000000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 15"
20180316,1521158400000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 16"
20180317,1521244800000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 17"
20180318,1521331200000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 18"
20180319,1521417600000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 19"
20180320,1521504000000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 20"
20180321,1521590400000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 21"
20180322,1521676800000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 22"
20180323,1521763200000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 23"
20180324,1521849600000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 24"
20180325,1521936000000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 25"
20180326,1522022400000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 26"
20180327,1522108800000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 27"
20180328,1522195200000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 28"
20180329,1522281600000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 29"
20180330,1522368000000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 30"
20180331,1522454400000,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 31"
20171001,1506816000000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 01"
20171002,1506902400000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 02"
20171003,1506988800000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 03"
20171004,1507075200000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 04"
20171005,1507161600000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 05"
20171006,1507248000000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 06"
20171007,1507334400000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 07"
20171008,1507420800000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 08"
20171009,1507507200000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 09"
20171010,1507593600000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 10"
20171011,1507680000000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 11"
20171012,1507766400000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 12"
20171013,1507852800000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 13"
20171014,1507939200000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 14"
20171015,1508025600000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 15"
20171016,1508112000000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 16"
20171017,1508198400000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 17"
20171018,1508284800000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 18"
20171019,1508371200000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 19"
20171020,1508457600000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 20"
20171021,1508544000000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 21"
20171022,1508630400000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 22"
20171023,1508716800000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 23"
20171024,1508803200000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 24"
20171025,1508889600000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 25"
20171026,1508976000000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 26"
20171027,1509062400000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 27"
20171028,1509148800000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 28"
20171029,1509235200000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 29"
20171030,1509321600000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 30"
20171031,1509408000000,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 31"
20171101,1509494400000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 01"
20171102,1509580800000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 02"
20171103,1509667200000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 03"
20171104,1509753600000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 04"
20171105,1509840000000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 05"
20171106,1509926400000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 06"
20171107,1510012800000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 07"
20171108,1510099200000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 08"
20171109,1510185600000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 09"
20171110,1510272000000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 10"
20171111,1510358400000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 11"
20171112,1510444800000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 12"
20171113,1510531200000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 13"
20171114,1510617600000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 14"
20171115,1510704000000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 15"
20171116,1510790400000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 16"
20171117,1510876800000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 17"
20171118,1510963200000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 18"
20171119,1511049600000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 19"
20171120,1511136000000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 20"
20171121,1511222400000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 21"
20171122,1511308800000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 22"
20171123,1511395200000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 23"
20171124,1511481600000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 24"
20171125,1511568000000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 25"
20171126,1511654400000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 26"
20171127,1511740800000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 27"
20171128,1511827200000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 28"
20171129,1511913600000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 29"
20171130,1512000000000,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 30"
20171201,1512086400000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 01"
20171202,1512172800000,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 02"
